Smiles,IC50_uM,pIC50
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)NCCCO,0.0228,7.642065153
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(-c3ccc(OCC(=O)O)cc3)cc2Cl)c(Cl)c1,0.023,7.638272164
Cc1cc(C#N)cc(C)c1Nc1ccnc(NC2CCN(c3cccc(C(N)=O)c3)CC2)n1,0.023,7.638272164
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)Nc3ccnc(C#N)c3)[nH]c3ccc(Cl)cc23)c1,0.023,7.638272164
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccccc3[N+](=O)[O-])[nH]c3ccc(Cl)cc23)c1,0.023,7.638272164
O=C(c1ccc(-c2ccc(Cl)c(F)c2)cc1)c1cc(=O)n(O)c(=O)[nH]1,0.023,7.638272164
Cc1[nH]nc(OCC(=O)Nc2ccc(C#CC(C)(C)CO)cc2Cl)c1-c1ccc(C(C)(C)C)cc1Cl,0.024,7.619788758
Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2-c2ccccc2)c(C)c1,0.024,7.619788758
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccc(F)cc3)[nH]c3ccc(Cl)cc23)c1,0.024,7.619788758
N#Cc1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,0.024,7.619788758
N#Cc1ccc(Nc2nccc(NCc3cccc(Br)c3)n2)cc1,0.024,7.619788758
N#Cc1ccc(Nc2nccc(NCc3ccccc3Cl)n2)cc1,0.024,7.619788758
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3Cl)CC2)n1,0.025,7.602059991
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc(Cl)cc23)c1,0.025,7.602059991
Cc1cnc(-c2[nH]c3ccc(Br)cc3c2S(=O)(=O)N2CCCC2)[nH]1,0.025,7.602059991
CCc1c(Sc2cc(C)cc(C)c2)n(CCCCC(=O)OC)c(=O)[nH]c1=O,0.025,7.602059991
NS(=O)(=O)c1ccc(NC(=O)COc2cc(Cl)cc(Oc3ccccc3)c2)c(Cl)c1,0.025,7.602059991
O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.025,7.602059991
O=c1cc(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)[nH]c(=O)n1O,0.025,7.602059991
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)C(N)=O)[nH]c3ccc(Cl)cc23)c1,0.026,7.585026652
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC(N)=O)[nH]c3ccc(Br)cc23)c1,0.026,7.585026652
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCC3)[nH]c3ccc(Cl)cc23)c1,0.026,7.585026652
CCCN(C)c1nc(C(OC)c2c(F)cccc2Cl)c(C)c(=O)[nH]1,0.026,7.585026652
O=C(c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)c1cc(=O)n(O)c(=O)[nH]1,0.026,7.585026652
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(S(C)(=O)=O)cc2Cl)c(Cl)c1,0.027,7.568636236
O=C(c1ccc(-c2ccc(F)cc2)cc1)c1cc(=O)n(O)c(=O)[nH]1,0.027,7.568636236
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.028,7.552841969
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3Cl)CC2)ncc1Br,0.028,7.552841969
Cc1cc(C#N)cc(Cl)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Br,0.028,7.552841969
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CS(N)(=O)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.028,7.552841969
Cc1cc(Oc2ccc(F)cc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.028,7.552841969
O=c1cc(Cc2ccc(-c3cccc(F)c3)cc2)[nH]c(=O)n1O,0.028,7.552841969
N#Cc1ccc(Nc2nccc(NCc3ccc(Br)cc3)n2)cc1,0.029,7.537602002
CC(=O)Nc1cnc(Nc2ccc(C#N)cc2)nc1Oc1c(C)cc(C#N)cc1C,0.03,7.522878745
Cc1c(C(C)c2c(F)cccc2F)nc(NC2CCCC2)[nH]c1=O,0.03,7.522878745
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3Cl)CC2)n1,0.03,7.522878745
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Br,0.03,7.522878745
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCCC3)[nH]c3ccc(Br)cc23)c1,0.03,7.522878745
Cc1ccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)cc1C,0.03,7.522878745
CCc1ccc(N(C(=O)c2ccco2)C(=S)OCCN2C(=O)c3ccccc3C2=O)cc1,0.03,7.522878745
COc1ccc(C(=O)CSc2nc(Cc3cccc4ccccc34)c(C(C)C)c(=O)[nH]2)cc1,0.03,7.522878745
Cc1cc(C#N)cc(C)c1Nc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,0.0306,7.514278574
Cc1c(Oc2ccc(F)cc2OCCn2ccc(=O)[nH]c2=O)cc(F)c2ccc(C#N)cc12,0.031,7.508638306
COC(=O)c1ccc(C(=O)c2cc(=O)n(O)c(=O)[nH]2)cc1,0.031,7.508638306
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3cccnc3)[nH]c3ccc(Cl)cc23)c1,0.032,7.494850022
CCc1n[nH]c2ccc(F)c(Oc3cc(C#N)cc(C#N)c3)c12,0.032,7.494850022
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(-c3ccc(C(C)(C)C(=O)O)cc3)cc2Cl)c(Cl)c1,0.033,7.48148606
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3cccc(C(N)=O)c3)CC2)n1,0.034,7.468521083
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCCC3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.034,7.468521083
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(F)cc3)CC2)nc2ccsc12,0.0349,7.457174573
O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1ccccc1)c1ccc(Br)cc1,0.035,7.455931956
COC(=O)c1ccc(CN2CCC(Nc3nc(Oc4c(C)cc(C#N)cc4C)c4ccsc4n3)CC2)cc1,0.0356,7.448550002
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(Cl)c1,0.036,7.443697499
Cc1cc(C#N)cc(Cl)c1Nc1ccnc(NC2CCN(c3cccc(C(N)=O)c3)CC2)n1,0.036,7.443697499
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CS(N)(=O)=O)[nH]c3ccc(Cl)c(F)c23)c1,0.036,7.443697499
CCC(c1ccccc1)n1c(=O)[nH]c2ccc(Cl)cc21,0.036,7.443697499
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3cccc(C#N)c3)CC2)ncc1Br,0.037,7.431798276
O=c1cc(Cc2cccc(-c3cccc(C(F)(F)F)c3)c2)[nH]c(=O)n1O,0.037,7.431798276
O=c1cc(Cc2cccc(-c3cc(Cl)cc(C(F)(F)F)c3)c2)[nH]c(=O)n1O,0.038,7.420216403
Cc1ccccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(F)cc(F)c1,0.03802,7.419987887
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2sccc12,0.0387,7.412289035
CC(C)c1s/c(=N\S(=O)(=O)c2cc(Br)ccc2O)n(C)c1Cl,0.03981,7.400007822
Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccncc3)CC2)c1,0.04,7.397940009
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3cccc(F)c3)[nH]c3ccc(Cl)cc23)c1,0.04,7.397940009
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccccc3)[nH]c3ccc(Cl)c(F)c23)c1,0.04,7.397940009
COC(c1nc(NC2CCCC2)[nH]c(=O)c1C)c1c(F)cccc1Cl,0.04,7.397940009
COc1ccc(CSc2nc(C(=O)c3cccc(F)c3)c(C(C)C)c(=O)[nH]2)cc1,0.04,7.397940009
N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)cccc3Cl)n2)cc1,0.04,7.397940009
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3F)CC2)nc2ccsc12,0.0406,7.391473966
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1C(F)(F)F,0.041,7.387216143
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C#N)cc3)CC2)ncc1Br,0.041,7.387216143
C#Cc1cnc(Nc2ccc(C#N)cc2)nc1Nc1c(C)cc(C)cc1C,0.042,7.37675071
Cc1cc(C#N)cc(Cl)c1Nc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Br,0.042,7.37675071
C#Cc1ccc(NC(=O)CSc2nnnn2-c2ccc(C3CC3)cc2Cl)c(Cl)c1,0.044,7.356547324
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccncc3)[nH]c3ccc(Cl)cc23)c1,0.045,7.346787486
CCc1c(O)nc(SCC(=O)c2ccc(OC)cc2)nc1Cc1cccc2ccccc12,0.045,7.346787486
NS(=O)(=O)c1ccc(NC(=O)CSc2nnnn2-c2ccc(C3CC3)cc2Cl)c(Cl)c1,0.045,7.346787486
CC(C)c1c(O)nc(SCC(=O)c2ccccc2)nc1Cc1cccc2ccccc12,0.046,7.337242168
Cc1cc(C)cc(Cn2c(=S)[nH]c3ccc(Cl)cc32)c1,0.046,7.337242168
CN(Cc1ccc2occc2c1)c1nc(O)nc(Nc2c(F)cccc2-c2ccccc2)n1,0.047,7.327902142
O=c1cc(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)[nH]c(=O)n1O,0.047,7.327902142
C/C(=C/CCC(=O)Nc1ccc(-c2ccc(CC(=O)O)cc2)cc1Cl)c1ccc(C)cc1Cl,0.048,7.318758763
CCC(C)Sc1nc(C(CC)c2c(F)cccc2F)c(C)c(=O)[nH]1,0.048,7.318758763
N#Cc1ccc(Nc2nccc(NCc3ccc(Cl)cc3)n2)cc1,0.048,7.318758763
NC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)N1CCCC1,0.048,7.318758763
O=S(=O)(c1c(-c2nc3cccc(O)c3[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1,0.048,7.318758763
C#CCOCc1cn(C2CCON2C(=O)OCc2ccccc2)c(=O)[nH]c1=O,0.05,7.301029996
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)n1,0.05,7.301029996
Cc1cc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]c1=O,0.05,7.301029996
CCCn1c(=O)[nH]c2cccc(Oc3cc(Cl)cc(C#N)c3)c21,0.05,7.301029996
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3c[nH]cn3)CC2)nc2ccsc12,0.052,7.283996656
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2ccc([N+](=O)[O-])cc2)n1,0.053,7.27572413
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3cn(S(C)(=O)=O)cn3)CC2)nc2ccsc12,0.053,7.27572413
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3n[nH]c(=O)n3C)CC2)nc2ccsc12,0.055,7.259637311
Cn1c(=O)[nH]c2cccc(Oc3cc(Cl)cc(C#N)c3)c21,0.055,7.259637311
COc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Br,0.056,7.251811973
N#Cc1ccc(Nc2nccc(NCc3ccc(F)cc3F)n2)cc1,0.056,7.251811973
Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)c1,0.057,7.244125144
COC(c1nc(SC(C)C)[nH]c(=O)c1C)c1c(Cl)cccc1Cl,0.059,7.229147988
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(F)c2ccc(C#N)cc12,0.06,7.22184875
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3ccc(Cl)cc3)[nH]c3ccc(Cl)cc23)c1,0.06,7.22184875
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3ccccc3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.06,7.22184875
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0.06,7.22184875
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C(I)=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,0.06,7.22184875
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O,0.06,7.22184875
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,0.06,7.22184875
Cc1cccc2c1N(C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl)CCC2,0.061,7.214670165
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3C#N)CC2)ncc1Br,0.062,7.207608311
Cc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.062,7.207608311
CCC(O)c1cnc(-c2[nH]c3ccc(Br)cc3c2S(=O)(=O)N2CCCC2)[nH]1,0.062,7.207608311
Cc1cc(C)cc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)c1,0.063,7.200659451
CCn1c(=O)[nH]c2cccc(Oc3cc(C#N)cc(C#N)c3)c21,0.063,7.200659451
O=C(NCc1ccnc2ccccc12)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1,0.063,7.200659451
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1[N+](=O)[O-],0.064,7.193820026
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3cccc(N)c3)[nH]c3ccc(Cl)cc23)c1,0.064,7.193820026
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2ccc(C#N)cc2)n1,0.065,7.187086643
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(C(=O)O)cc2Cl)c(Cl)c1,0.066,7.180456064
Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1,0.067,7.173925197
O=C(COc1ccc(Cl)cc1C(=O)c1cc(F)cc(F)c1)Nc1ccc(Cl)nc1,0.06761,7.169989064
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,0.068,7.167491087
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCOc3ccccc3)[nH]c3ccc(Cl)c(F)c23)c1,0.068,7.167491087
CCC(c1nc(SC2CCCC2)[nH]c(=O)c1C)c1c(F)cccc1Cl,0.068,7.167491087
Cc1c(C(C)c2c(F)cccc2F)nc(Nc2ccc(C#N)cc2)[nH]c1=O,0.069,7.161150909
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3)CC2)ncc1Br,0.07,7.15490196
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccccc3F)[nH]c3ccc(Cl)cc23)c1,0.07,7.15490196
Cc1cc(C)cc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)nc32)c1,0.07,7.15490196
Cc1cccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1,0.07,7.15490196
N#Cc1ccc(Nc2nccc(NCc3ccc(C(F)(F)F)cc3)n2)cc1,0.07,7.15490196
N#Cc1cc(Cl)cc(Oc2c(Cc3ccccc3)c[nH]c(=O)c2Br)c1,0.071,7.148741651
N#Cc1ccc(Nc2nccc(NCc3ccccc3Br)n2)cc1,0.071,7.148741651
NC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccccc1,0.071,7.148741651
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(S(N)(=O)=O)c3)CC2)ncc1Br,0.072,7.142667504
COc1ccc(CSc2nc(C(=O)c3ccccc3F)c(C(C)C)c(=O)[nH]2)cc1,0.072,7.142667504
N#Cc1ccc2c(F)cc(Oc3ccc(F)cc3OCCn3ccc(=O)[nH]c3=O)c(Cl)c2c1,0.072,7.142667504
COc1ccc(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(F)c2)cn1,0.07244,7.140021558
Cc1cc(C#N)cc(C)c1Oc1ccnc(Nc2ccc(C#N)cc2)n1,0.073,7.13667714
COc1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1OC,0.074,7.13076828
CCC(C)Sc1nc(C(C)c2c(F)cccc2Cl)c(C)c(=O)[nH]1,0.075,7.124938737
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2oc1=O)S(=O)(=O)c1ccc(N)cc1,0.0753,7.123205024
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0.076,7.119186408
N#Cc1cc(Cl)cc(Oc2cc(CCc3ccccn3)[nH]c(=O)c2Cl)c1,0.078,7.107905397
CCc1c(C)[nH]c(=O)c(NC=O)c1Cc1cc(C)cc(C)c1,0.079,7.102372909
N#Cc1cc(Cl)cc(Oc2cc(OCc3nc4ccccc4s3)ccc2Cl)c1,0.07924,7.101055533
Cc1c(C)c(C)c(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c(C)c1C,0.08,7.096910013
Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)c1,0.08,7.096910013
Cc1cc(C)c(N(C)C(=O)SCC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(C)c1,0.08,7.096910013
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)c3ccccc3)[nH]c3ccc(Cl)cc23)c1,0.08,7.096910013
COC(c1nc(SC(C)C)[nH]c(=O)c1C)c1c(F)cccc1Cl,0.081,7.091514981
COc1cc(Oc2c(C)cc(C#N)cc2C)cc(NC2CCN(Cc3ccncc3)CC2)n1,0.081,7.091514981
O=C(c1ccc(C(F)(F)F)cc1)c1cc(=O)n(O)c(=O)[nH]1,0.081,7.091514981
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccco3)CC2)nc2ccsc12,0.082,7.086186148
Cc1cc(C)c(Oc2cc(Cl)nc(NC3CCN(Cc4ccncc4)CC3)c2)c(C)c1,0.082,7.086186148
COc1ccc(CNc2ccnc(Nc3ccc(C#N)cc3)n2)cc1,0.085,7.070581074
O=C(c1ccc(F)cc1)c1cc(=O)n(O)c(=O)[nH]1,0.085,7.070581074
O=c1cc(Cc2ccc(-c3ccc(C(F)(F)F)cc3C(F)(F)F)cc2)[nH]c(=O)n1O,0.085,7.070581074
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(=O)O)cc3Cl)CC2)ncc1Br,0.086,7.065501549
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCC(N)=O)[nH]c3ccc(Br)cc23)c1,0.086,7.065501549
Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccc(S(C)(=O)=O)cc3)nc3ccccc32)c1,0.088,7.055517328
CC(C)=CCc1c(O)cc2oc(CO)cc(=O)c2c1O,0.09,7.045757491
Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)c1,0.09,7.045757491
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,0.09,7.045757491
Cc1cc(C)cc(C(=O)c2cc(=O)n(O)c(=O)[nH]2)c1,0.09,7.045757491
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)c3ccccc3)[nH]c3ccc(Cl)cc23)c1,0.09,7.045757491
Cc1cc(C)cc(S(=O)(=O)c2c(C(N)=O)[nH]c3ccc(F)c(F)c23)c1,0.09,7.045757491
COc1cc2oc(CO)cc(=O)c2c(O)c1CCC(C)(C)O,0.09,7.045757491
Cc1cc(C#N)cc(C)c1Nc1nc(Nc2ccc(C#N)cc2)ncc1C#N,0.091,7.040958608
c1nc(ccc1)[P](O)=O,0.0912,7.040005162
c1ncc([P](O)=O)cc1,0.0912,7.040005162
N#C/C=C/c1ccc(Nc2cc(NCCc3ccc(S(N)(=O)=O)cc3)nc(Nc3ccc(C#N)cc3)n2)cc1,0.0912,7.040005162
Cc1ccc(C(=O)c2cc(=O)n(O)c(=O)[nH]2)cc1,0.093,7.031517051
O=C(NCc1cncs1)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1,0.093,7.031517051
Cc1cc(C#N)cc(C(=O)c2cc(Cl)ccc2OCC(=O)Nc2ncc(S(N)(=O)=O)cc2C)c1,0.09333,7.029978734
Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(Br)cc(C(F)(F)F)c1,0.09333,7.029978734
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccccc2Cl)c(Cl)c1,0.094,7.026872146
c1c([P](O)=O)csc1,0.0955,7.019996628
c1cc([P](O)=O)sc1,0.0955,7.019996628
CCN(CC)CCCNc1ccc(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(F)c2)c(C)c1,0.0955,7.019996628
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)nc2cc[nH]c12,0.098,7.008773924
Cc1cc(C)c(Oc2cc(Cl)nc(NC3CCN(Cc4ccc(C(N)=O)cc4)CC3)c2)c(C)c1,0.098,7.008773924
CCN(C(=O)OCC(=O)Nc1ccc(-c2ccc(CC(=O)O)cc2)cc1Cl)c1ccc(C(C)(C)C)cc1Cl,0.098,7.008773924
Cc1c(O)nc(Sc2ccc(Cl)cc2)nc1Cc1c(F)cccc1F,0.1,7
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(C(C)C)c2ccc(C#N)cc12,0.1,7
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCOCC3)[nH]c3ccc(Br)cc23)c1,0.1,7
N(c1ccc(Cl)c(Cl)c1)C(=O)NO,0.1,7
N(c1ccc(Cl)cc1)C(=O)NO,0.1,7
O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1ccccc1)c1ccc(Cl)cc1,0.1,7
O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1cccs1)c1ccc(F)cc1,0.1,7
COc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Cl,0.101,6.995678626
O=C(CSc1nnnn1-c1ccc(C2CC2)cc1Cl)Nc1ccccc1Cl,0.103,6.987162775
Cc1ccc(-c2nnsc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.107,6.970616222
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0.108,6.966576245
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Br)cc23)c1,0.108,6.966576245
Cc1cc(NCCCN2CCCC2)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(F)cc(F)c1,0.10965,6.959991364
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccn(S(=O)(=O)c3ccccc3)c12,0.11,6.958607315
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C(I)=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O,0.11,6.958607315
CCC(c1nc(SC2CCCC2)[nH]c(=O)c1C)c1c(F)cccc1F,0.11,6.958607315
COC(c1nc(NC(C)C)[nH]c(=O)c1C)c1c(F)cccc1Cl,0.11,6.958607315
COc1cc(Oc2c(C)cc(C#N)cc2C)cc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)n1,0.113,6.946921557
C#CC1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC(n2cc(C)c(=O)[nH]c2=O)CC1O,0.114,6.943095149
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCOCC3)[nH]c3ccc(Cl)cc23)c1,0.117,6.931814138
c1(O)c(OC)cc(C(NO)=O)cc1,0.117489755,6.930000002
