Smiles,IC50_uM,pIC50
O=C1c2c(cccn2)C(c3ccccc3)O1,0.851138038,6.07
O=C1COC(NCC=C)=C1C(OCC)=O,0.851138038,6.07
O=S1(Cc(cccc2)c12)=O,0.851138038,6.07
Cc1nc(CCCCCCC(O)c2ccccc2)n2nc(Cl)ccc12,0.86,6.065501549
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCOCC3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.864,6.063486258
C(/C(=O)OCC)=C\SCCCC(O)=O,0.87096359,6.06
C(C)(CCC(O)=O)(CCC(O)=O)[N+]([O-])=O,0.87096359,6.06
C(c1ccccc1)(N2CCCCCC2=O)=O,0.87096359,6.06
C(c1ccccc1)(N2OC(C=CC23)CC3)=O,0.87096359,6.06
C(c1ccccc1)N2CCCC(=O)NC2=O,0.87096359,6.06
C(c1cnc(C)c(OC(C)(C)OC2)c12)C#N,0.87096359,6.06
C[N+]12C(CCC1)C(CC2)=C,0.87096359,6.06
c1([N+]([O-])=O)c(S(O)(=O)=O)cc(N)cc1,0.87096359,6.06
C1(=O)OC(C)(CO[N+]([O-])=O)C(CCC2)N12,0.87096359,6.06
C1(C(C(CCCC2)C2)=O)=CN(C)C(=O)C=C1,0.87096359,6.06
c1(C(C(NC(C)=O)=O)C(C)=O)ccccc1,0.87096359,6.06
c1(C(NC2=O)C(CC2C3)C3)ccc(cc1)O,0.87096359,6.06
C1(C(O)=O)=NNC(C(O)=O)=CN1,0.87096359,6.06
c1(C)cc(OCC(CO)O)ccc1Cl,0.87096359,6.06
C12C(C(c3ccccc3)=NO1)C(=O)NC2O,0.87096359,6.06
c12c(cc(C)cc1)C(CC(O)=O)=CC(=O)O2,0.87096359,6.06
c1c(C2=NC(C)(C)CO2)c(\C=N\O)ncc1,0.87096359,6.06
c1c(S(O)(=O)=O)ccc(N)c1[N+]([O-])=O,0.87096359,6.06
C1CCN(C(C)(O)C1(c2ccccc2)C3)C3,0.87096359,6.06
CC1S(OCCOS1(=O)=O)(=O)=O,0.87096359,6.06
Clc1cnnc([nH]cn2)c12,0.87096359,6.06
COC(CCS\C=C\C(OCC)=O)=O,0.87096359,6.06
N(N=O)(CCCl)C(=O)NCCCl,0.87096359,6.06
n1(C(CC2)CC2=O)cnc(c(N)ncn3)c13,0.87096359,6.06
N1(C)c(cccc2)c2C(CCC3=O)C3NC1,0.87096359,6.06
O=C1[N+](NC(=O)N1c2ccccc2C)(C)C,0.87096359,6.06
O=C1C=C2C3(CC(C=C2)N(CCCC4)C34)O1,0.87096359,6.06
O=C1C=CC(C)=NN1c2ccc(OC)cc2,0.87096359,6.06
O=C1N(CCC(CCCC2)N2C1)C,0.87096359,6.06
O=C1NNC(CCCC2)C2O1,0.87096359,6.06
O=s1(nc(nc(ncn2C)c12)CC)O,0.87096359,6.06
O=s1(nc(nc(ncn2C)c12)S)O,0.87096359,6.06
O=S1(OC(COS(=O)(=O)C1)C)=O,0.87096359,6.06
P(=O)(OC)(OC)C(c1ccccc1)=O,0.87096359,6.06
P(c1ccccc1)(=O)(N(N)C)N(N)C,0.87096359,6.06
S(c1n(cnc1NC=O)C)(=O)(=O)NC,0.87096359,6.06
S(P(O)(O)=O)CCNCCCN,0.87096359,6.06
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cc(C(N)=O)ccc3Cl)CC2)ncc1Br,0.874,6.058488567
Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(N)ccc12,0.89,6.050609993
N#Cc1ccc2c(Cl)cc(Oc3ccccc3OCCn3ccc(=O)[nH]c3=O)cc2c1,0.89,6.050609993
C#CCN(C(ON1C(=O)CCC1=O)=O)N=O,0.891250938,6.05
C(C(O)=O)(NC(=O)C)C(C)(C)SN=O,0.891250938,6.05
C(C1(C(NC(=O)NC1OC)=O)F)(=O)OC,0.891250938,6.05
C(C1(c2ccccc2)CCNCC1)#N,0.891250938,6.05
C(C1=C(C2CC2)N3N(CCCC3)C1=O)CO,0.891250938,6.05
C(C1C(Nc(cccc2)c2S1)=O)C(O)=O,0.891250938,6.05
C(C1C(O)C2)(C2C3=O)C(C(CC4O)C1=O)C34,0.891250938,6.05
C(c1csc(CCCCC(=O)N2)c12)(O)=O,0.891250938,6.05
C(C1NC(=O)C(C(=O)C)=C1O)(C)CC,0.891250938,6.05
C[N+]12C(CCC1)C(CC2)C,0.891250938,6.05
c1(\C=C(\C(OCC)=O)/C(O)=O)ccccc1,0.891250938,6.05
C1(=O)C=CC(N2N=CC(=O)NC2=O)OC1C,0.891250938,6.05
c1(c(nc(C)c(n2)C)c2nc(SC)n1)O,0.891250938,6.05
c1(C)c(NC(C(OCC)=O)=O)c(C)ccc1,0.891250938,6.05
c1(Cl)c2c(n(COCC#C)cn2)ncn1,0.891250938,6.05
c1(Cl)c2c(ncn2COCC#C)ncn1,0.891250938,6.05
C1(COC(C)(C)P(c2ccccc2)C1)C,0.891250938,6.05
c12c(ccc(O)c1)C(CC(O)=O)=CC(=O)O2,0.891250938,6.05
C12C3C(C4C3(C(NO)=O)C1C45)C25C(NO)=O,0.891250938,6.05
c1c(C(C2(C3(NC(=O)N2)O)O)=O)c3ccc1,0.891250938,6.05
C1C(C2)CC(CC2C3)(CC13Cl)N,0.891250938,6.05
C1C(CCCC2)N2C(CCC3)N3C1CCC,0.891250938,6.05
c1c(NC(C(OCC)=O)=O)c(C)cc(C)c1,0.891250938,6.05
c1c(NC(C(OCC)=O)=O)c(CC)ccc1,0.891250938,6.05
c1c(OC)ccc(C=C(C(O)=O)C(O)=O)c1,0.891250938,6.05
c1c(OCC(CO)O)ccc(NC(C)=O)c1,0.891250938,6.05
c1c[nH]c(Sc2c([N+]([O-])=O)ncn2C)n1,0.891250938,6.05
c1cc(C(O)=O)c(S\C=C\C(O)=O)cc1,0.891250938,6.05
c1ccc(CCc2ncn(C)n2)cc1,0.891250938,6.05
c1ccc(N(C)C(=O)N2CC3SC3)c2c1,0.891250938,6.05
C1CCCC(O)C(NCCCC)C1,0.891250938,6.05
c1cnc(\C=N\OC(C)=O)c(OC(C)=O)c1,0.891250938,6.05
CC(\C(=N/O)\CC(C1)C(NC(C)=O)(C)C)=C1,0.891250938,6.05
CC1(OC(C(C2C(O)=O)C3C1C2C=C3)=O)C,0.891250938,6.05
COc1ccc(CC(C(O)=O)CC2=O)c2c1,0.891250938,6.05
n1(CC(N)=N)c(C)nc([N+]([O-])=O)c1,0.891250938,6.05
n1c(N(CC(O)=O)C(=O)N(C)C2=O)c2[nH]c1,0.891250938,6.05
n1c(N(CC=C)C(S2)=S)c2c(O)nc1,0.891250938,6.05
NC1=C(N(C(=O)c(cccc2)c12)C)C,0.891250938,6.05
O(c1ccccc1OCC2OC2)CC3OC3,0.891250938,6.05
O=C1C(=CC(=O)NN1c2ccccc2)Cl,0.891250938,6.05
O1c(c(C(=O)N(CC)CC)ccc2)c2OC1,0.891250938,6.05
OC12C3C(C=C1)C(OC(C(=O)N)=C3)OC2=O,0.891250938,6.05
S(=O)(=O)(C)SC,0.891250938,6.05
S1C(=NC(C)(C)CC(=N2)C)N2C(=O)C1C,0.891250938,6.05
s1c(NC(C)=O)nnc1S(C)(=O)=O,0.891250938,6.05
s1c(S(c2ccc(C)cc2)=O)ccc1,0.891250938,6.05
C1C(=O)C=CC(N2CC(C)C(=O)NC2=O)C1,0.891250938,6.05
c1c(C([N+]([CH-]c2ccccc2)=O)C)cccc1,0.891250938,6.05
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc(C(N)=O)cc3)CC2)nc2ccsc12,0.895,6.048176965
CC(C)(C)N(Cc1ccccc1)C(=O)COC(=O)c1ccc([N+](=O)[O-])o1,0.9,6.045757491
CC(C)c1c(Cc2ccccc2)n(CCCCc2ccc(F)cc2)c(=O)n(O)c1=O,0.9,6.045757491
CC(C)c1c(Cc2ccccc2)n(COCc2cccc(Cl)c2F)c(=O)n(O)c1=O,0.9,6.045757491
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(CC2CC2)c2ccc(C#N)cc12,0.9,6.045757491
Cc1ccc(S(=O)(=O)n2c(=S)[nH]c3ccc(Cl)cc32)cc1C,0.9,6.045757491
COc1c(C)cc(/C(=C\CCCc2nnc(C)o2)c2cc(C)c3oc(=O)n(C)c3c2)cc1C(=O)SC,0.91,6.040958608
Brc1n(CCN(C)C2=O)c2cc1,0.912010839,6.04
C#CCN(C(NCC#C)=O)N=O,0.912010839,6.04
C(=O)(\C=C\C(O)=O)NNC(=O)\C=C\C(O)=O,0.912010839,6.04
C(C(O)=O)(CC=C)CCC(C(O)=O)CC=C,0.912010839,6.04
C(c1ccc(N)cc1)(=O)Nc2ccccc2N,0.912010839,6.04
C(CC)C(C(C(CCC)N(CC)CC)=O)O,0.912010839,6.04
C(n1cnc(c(nc(F)n2)N)c12)C(O)CO,0.912010839,6.04
C(N1N=CC(Cl)=C(Cl)C1=O)CCl,0.912010839,6.04
C(O)(C(=O)NCC=C)C(O)C(=O)NCC=C,0.912010839,6.04
C=CCN(C(ON1C(=O)CCC1=O)=O)N=O,0.912010839,6.04
C1(=O)OC2(C)C(=C(C(CO2)C)O)C(OC)=C1,0.912010839,6.04
C1(CN)(C(CCC2)C12CO)N3CCOCC3,0.912010839,6.04
c1(ncc(C(NC(OCC)=O)=O)c(O)n1)O,0.912010839,6.04
C12C(OC)(OC)C(C(C(CO)(C)N)C1)C=C2,0.912010839,6.04
C1C(N2C=CC(=O)NC2=O)CC(O)C1CO,0.912010839,6.04
c1cc(N=C(CN(C)CCC2)N2C3=O)c3cc1,0.912010839,6.04
C1CCC2(S(=O)CC(C)=C(C)C2)C(=O)C1,0.912010839,6.04
C1CN(\C=N\C(C)(C)C)C(C)=C1SCC,0.912010839,6.04
ClCCNC(SCC(OCC)=O)=O,0.912010839,6.04
N#CC1=C(\C=C\c2occc2)C(C)(C)OC1=O,0.912010839,6.04
N1(CC(CCO)CO)C=C(C)C(=O)NC1=O,0.912010839,6.04
n1c(Sc2c([N+]([O-])=O)ncn2C)[nH]cn1,0.912010839,6.04
NC(NNC\C(=C(\C(O)=O)/Cl)\Cl)=O,0.912010839,6.04
O(c1ccc(OC)cc1)P2OC(C)CO2,0.912010839,6.04
O=C1c2c(C(=O)N(C(CC34)CC3)N14)cccc2,0.912010839,6.04
O=C1N(C(=O)N(C)C12NC(=O)N(C)C2=O)C,0.912010839,6.04
O=C1N(N=C(OC)c(nccc2)c12)C,0.912010839,6.04
O=C1OCCN1c2ccccc2,0.912010839,6.04
O=S1(CC(N2CCCC2)(CCCC3)C13)=O,0.912010839,6.04
o1c(\C=C(\P(OC)(OC)=O)/C#N)ccc1,0.912010839,6.04
o1cc(\C=C(\P(OC)(OC)=O)/C#N)cc1,0.912010839,6.04
Oc1nc(cc(COC2=O)c12)C,0.912010839,6.04
S(c1n(cnc1N)C)(=O)(=O)NC,0.912010839,6.04
s1cc(C(C(=O)OC(C)(C)O2)C2=O)cc1,0.912010839,6.04
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2cc(Cl)cc(Cl)c2)n1,0.918,6.037157319
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc(F)cc3)CC2)nc2ccsc12,0.919,6.036684489
Cc1cc(Cc2ccc(Cl)c(Oc3ccccc3)c2)n[nH]c1=O,0.92,6.036212173
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C(Br)=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,0.93,6.031517051
[N+](c1cccc(c(c(C(O)=O)cn2)O)c12)([O-])=O,0.933254301,6.03
C(C1(c2cccc(OC)c2)CCN(C)CC1)#N,0.933254301,6.03
C(C1(c2ccccc2)CCN(C)CC1)(=O)CC,0.933254301,6.03
C(C1Cc(cc(OC)c(OC)c2)c12)N,0.933254301,6.03
C(c1ccccc1SS(=O)(=O)C)(O)=O,0.933254301,6.03
C(C1S(OCCOS1(=O)=O)(=O)=O)C,0.933254301,6.03
C(CCCC(=O)C)(CC(O)C)[Si](C)(C)C,0.933254301,6.03
C(CCSCCCCC(O)=O)CC(O)=O,0.933254301,6.03
C(SC)(NC)=C1C(=O)OC(C)(C)OC1=O,0.933254301,6.03
C[P]1(c2ccccc2)CCC(N)=C(C#N)C1,0.933254301,6.03
c1(C(O)=O)c(OC)c(C(=CCCCCCCCCCCCCCCC)c2c(OC)c(C(O)=O)cc(Br)c2)cc(Br)c1,0.933254301,6.03
c1(C)c(NC(CCC(OC)=O)=O)cc(C)cc1,0.933254301,6.03
C1(NN(CCC#N)C(=O)C(Cl)=C1Cl)=O,0.933254301,6.03
C12C(OCC1OC(C(C)(C)C)=O)C(O)CO2,0.933254301,6.03
C12OP(OC(CC3C1)C2)O3,0.933254301,6.03
c1c(C(C2(C3(NC(=O)N2C)O)O)=O)c3ccc1,0.933254301,6.03
C1C(C2(C)C)C2CC(C)(O)C1SCCO,0.933254301,6.03
c1c(c2c([nH]3)c(C)ncc2)c3cc(O)c1,0.933254301,6.03
C1C(CC(CC2(N)C3)CC13C(O)=O)C2,0.933254301,6.03
c1c(CCN(\C=N\C(COC)C)C2)c2ccc1,0.933254301,6.03
c1c[nH]c(C(NC\C=C\C2=CNC(=N)N2)=O)c1,0.933254301,6.03
c1cc(n(C(C)(O)CS2)c2c3C=O)c3cc1,0.933254301,6.03
c1cc(oc(C2C(=O)NC(=O)CC2)n3)c3cc1,0.933254301,6.03
c1cn(CC(c2ccccc2)O)c([N+]([O-])=O)n1,0.933254301,6.03
CC1(SC(N)=N[B-]12OC(CC(=O)O2)=O)C,0.933254301,6.03
CC12C(C1C(O)=O)(C2C(O)=O)c3ccccc3,0.933254301,6.03
CC12CCC(C(C)(C)O1)C=C2N3CCCCC3,0.933254301,6.03
CN1C(NC(C(C(O)C(CO)O2)O)C12)=S,0.933254301,6.03
N(/c1cnc(cccc2)c2c1)=C\c3cnccc3,0.933254301,6.03
N(C1CCCCC1)C(=O)N(N=O)CCCl,0.933254301,6.03
n1(C2C(O)C(O)C(CO)O2)c(NC)nnn1,0.933254301,6.03
O(C1=NCN=C2C1=NC(=CS2)N)C,0.933254301,6.03
O(c1c(ccc(C2=NNC(=O)CC2)c1)OC)C,0.933254301,6.03
O=C1C(=CC(C)=NN1c2ccc(OC)cc2)N,0.933254301,6.03
O=C1NN(CC\C(=N\O)\C)C(=O)C=C1,0.933254301,6.03
O=C1OC(=O)C(C(OC23)C=C2)=C13,0.933254301,6.03
O=C1OCSc(cccc2)c12,0.933254301,6.03
O=S1(CC(N2CCOCC2)(CCC3)C13)=O,0.933254301,6.03
O=S1(OC(C(C)OS(=O)(=O)C1)C)=O,0.933254301,6.03
O=S1(OC(COS(=O)(=O)C1)CC)=O,0.933254301,6.03
O=S1(OCCCCOS(=O)(=O)C1)=O,0.933254301,6.03
O=S1(OCCCOS(=O)(=O)C1C)=O,0.933254301,6.03
O1C(C)\C(=N/O)\C(OC(C)(C)O2)C2C1OC,0.933254301,6.03
OC1C(OC(=O)C=C2)C2OC1c3ccccc3,0.933254301,6.03
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3cccc(C(N)=O)c3)CC2)nc2ccsc12,0.935,6.029188389
COc1ccccc1CNc1ccnc(Nc2ccc(C#N)cc2)n1,0.936,6.028724151
CCCOCCCNC(=S)Nc1cc(OC)c(Cl)cc1OC,0.94,6.026872146
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc(Br)cc3)CC2)nc2ccsc12,0.946,6.024108864
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCOc3ccccc3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.95,6.022276395
CO[C@H](c1nc(SC(C)C)[nH]c(=O)c1C)c1c(F)cccc1Cl,0.95,6.022276395
[S+](c1ccccc1)(C)C,0.954992586,6.02
C(C1Cc(cc(OC)c(OC)c2)c12)#N,0.954992586,6.02
C(C1CC=CCC12C(NC(=O)NC2=O)=O)(C)C,0.954992586,6.02
C(c1ccccc1)(N(C)C)C(C)=C=C,0.954992586,6.02
C(c1cn(C)c(nccn2)c12)=O,0.954992586,6.02
C(S(=O)(=O)C)S(=O)(=O)OCCCl,0.954992586,6.02
C(S(OCC(=O)OCC)(=O)=O)(F)(F)F,0.954992586,6.02
c1(\C=C\c2ccccn2)ccccc1NC(C)=O,0.954992586,6.02
C1(=O)Cc(nc(CO)c(c2CO)CO)c2CO1,0.954992586,6.02
C1(C(N)=N)=C(O)NC(=O)N(C2CCCCC2)C1,0.954992586,6.02
C1(C)=NC(C)(C)C2CC1C(CC2)(C)NC(=O)C,0.954992586,6.02
C1(C)C(=O)C=CC(N2C=C(F)C(=O)NC2=O)O1,0.954992586,6.02
c1(C)c(C)[n+](nc(C(OC)=O)cc2[O-])c2s1,0.954992586,6.02
C1(C=CC(N2C=C(C)C(=O)NC2=O)OC1C)=O,0.954992586,6.02
C1(Cl)S(=O)(=O)OCCOS1(=O)=O,0.954992586,6.02
C1(COC(C)(C)P(c2ccccc2)(=O)C1)C,0.954992586,6.02
C1(NC2OCCCC2)=NC(N(CCO)C=C1)=O,0.954992586,6.02
C1[N+](CCO)(CCC2)N2CC1,0.954992586,6.02
C1=CC(=O)C(N(C(=O)N2)C=C(F)C2=O)OC1C,0.954992586,6.02
c12c(N=C(C)N(C1=O)c3ccccc3)cccc2,0.954992586,6.02
c12c(NC(=O)C1(Cc3ncccc3)O)cccc2,0.954992586,6.02
C12CC(C3(N(OC(CO)C3)C)C(C1)C4)CC4C2,0.954992586,6.02
c1c([N+]([O-])=O)ccc(C=C(C(O)=O)C(O)=O)c1,0.954992586,6.02
c1c(C2=NC(NN2)=S)cc([N+]([O-])=O)c(O)c1,0.954992586,6.02
c1c(CNCCCCC(C(O)=O)N)cccc1,0.954992586,6.02
c1cc([N+](=O)[C-](c2ccccc2)C(=O)O3)c3cc1,0.954992586,6.02
c1cc(\C=C(/C#N)\C(OCC)=O)oc1[N+]([O-])=O,0.954992586,6.02
c1cc(\C=C(/C#N)\c2ccccc2)oc1[N+]([O-])=O,0.954992586,6.02
c1cc(\C=N\O)ncc1OC(N(CC)CC)=O,0.954992586,6.02
C1CC(N2C(=O)NC(=O)C(C)=C2)CC=C1CO,0.954992586,6.02
c1cc(Sc2c([N+]([O-])=O)ncn2C)ncc1,0.954992586,6.02
c1ccc(N2CCN(C(CCl)=O)CC2)cc1,0.954992586,6.02
c1cnc(N2CCN(C(CCl)=O)CC2)cc1,0.954992586,6.02
c1nc(Sc2c([N+]([O-])=O)ncn2C)ncc1,0.954992586,6.02
C1SCC(C(OCC)=O)(CO)CSC1,0.954992586,6.02
ClC12C(CCCCCC1)=NNC2=O,0.954992586,6.02
COC(CCSSCCC(OC)=O)=O,0.954992586,6.02
N(C(CCN1C=CC(=O)NC1=O)=O)(CC)CC,0.954992586,6.02
N1(C(\C(\C(CC)(CC)C1=O)=N/O)(C=C)CC)O,0.954992586,6.02
N12C(OCC1C(C)C)CCC2=O,0.954992586,6.02
n1c(N(CC(OCC)=O)C(=O)NC2=O)c2[nH]c1,0.954992586,6.02
n1c(Sc2c([N+]([O-])=O)ncn2C)n(C)cc1,0.954992586,6.02
n1c(Sc2c([N+]([O-])=O)ncn2C)n(C)cn1,0.954992586,6.02
n1n(CCc(ccc(OC)c2)c2)cnc1,0.954992586,6.02
O(c1ccccc1)P2(NC(CC(=O)N2)=O)=O,0.954992586,6.02
OC1=C(Br)C(=O)OC1CC(O)=O,0.954992586,6.02
Oc1cc(c(cccc2)c2c(O)c3OC)c3cc1,0.954992586,6.02
P12(Cl)(N(C(=O)N1C)C)N(C)C(=O)N2C,0.954992586,6.02
S(c1ccccc1)(C2C(CC(O3)C23)O)(=O)=O,0.954992586,6.02
S(CCCCSCC(O)=O)CC(O)=O,0.954992586,6.02
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccccc3C(N)=O)CC2)ncc1Br,0.967,6.014573526
Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccccc2)c1,0.975,6.010995384
C(/NC#N)(\NCC1OCCC1)=N/c2cnccc2,0.977237221,6.01
C(C(=O)C)(C(=C)C)(CCC(O)=O)CCC(O)=O,0.977237221,6.01
C(C(=O)C)(C(C)C)(CCC(O)=O)CCC(O)=O,0.977237221,6.01
C(C)(C)C(C(C(C(C)C)O)=O)O,0.977237221,6.01
C(C1C(NC(=N)S1)=O)C(O)=O,0.977237221,6.01
C(C1C(SC(ON=CC2=O)N12)(C)C)(=O)OC,0.977237221,6.01
C(C1CCN(C)C(=O)C12OC2)(CC)C(=O)OC,0.977237221,6.01
C(c1cnc(O)nc1O)(C=O)OC(C=O)CO,0.977237221,6.01
C(c1ncn(C(N(CCCl)N=N2)=O)c12)(=O)N,0.977237221,6.01
C(N)(CSC(=O)NC)C(=O)OCC,0.977237221,6.01
C1(=O)c(cccc2)c2NC(=O)CC1,0.977237221,6.01
C1(C(O)=O)(C(C(C1)C2)C=C3P(O)(O)=O)CC23,0.977237221,6.01
C1(C(OC)=O)(C(C)CC(O)=O)CCCCC1=O,0.977237221,6.01
c1(C(OC)=O)ccc(\C=C(\C(=O)O2)/N=C2C)cc1,0.977237221,6.01
C1(C)C(O)CCC(N2C(=O)NC(=O)C(F)=C2)O1,0.977237221,6.01
C1(c2c(OC(C)=CC3=O)c3c(O)cc2O)C(O)CN(C)CC1,0.977237221,6.01
c1(N(C)C(C)=O)c([N+]([O-])=O)c2c(nccc2)cc1,0.977237221,6.01
C1(OS(C)(=O)=O)C(CC2)C(=O)C2(C#N)CC1,0.977237221,6.01
C1=CC(N2C=C(F)C(=O)NC2=O)OC(C1O)C,0.977237221,6.01
c1c(c2c(s3)ncn2CCN(C)C)c3ccc1,0.977237221,6.01
c1c(CC(O)=O)c([N+]([O-])=O)cc(OC)c1OC,0.977237221,6.01
c1c(Cl)ccc(OCC2=NC(=S)NN2)c1,0.977237221,6.01
c1c(F)cc2c(\C(\C(N2)=O)=C(\CCCC3)/C3=O)c1,0.977237221,6.01
C1C(N2C=CC(=O)NC2=O)CSCC1CO,0.977237221,6.01
C1C(NC(=O)C2c3ccc(C(O)=O)cc3)C2CC1,0.977237221,6.01
C1C(O)C(\C=C\C(=C\C(OC)=O)\C)OC(C)O1,0.977237221,6.01
c1cc(nc(c2c([nH]3)cccc2)c34)n4cc1,0.977237221,6.01
C1CCC(=O)C1(C(OC)=O)CCC(OCC)=O,0.977237221,6.01
c1ccccc1CC2C(=O)N(CCC3)C3C(=O)N2,0.977237221,6.01
C1N(CCCNC(C(OCC)=O)=O)CCOC1,0.977237221,6.01
CC1(Oc(ncnc2N)c2C1c3ccccc3)C,0.977237221,6.01
Cc1nn(n(nn2)CCO)c2c1c3ccccc3,0.977237221,6.01
COc1cc(C(CCN)C(N2)=O)c2cc1,0.977237221,6.01
N(CCC(CCN(C)C)=O)(C)C,0.977237221,6.01
N1=C(Sc2c([N+]([O-])=O)ncn2C)SCC1,0.977237221,6.01
n1c(Sc2c([N+]([O-])=O)ncn2C)n(C)nn1,0.977237221,6.01
O(C12C(CC1(OC)OC)C(CCC2)=O)C(=O)C,0.977237221,6.01
O(CC)C(=O)CSc1c([N+]([O-])=O)ncn1C,0.977237221,6.01
O=C1c(cn(n2)Cc3ccccc3)c2N=C(C)O1,0.977237221,6.01
O=S1(CC(N2CCOCC2)(CCCC3)C13)=O,0.977237221,6.01
O1C(c2occ(C(N)=O)n2)C(O)C(O)C1CO,0.977237221,6.01
O1C(CN2C(=O)NC(=O)C(C)=C2)COC1CO,0.977237221,6.01
Oc1nc(nc(CN(C)CO2)c12)c3ccccc3,0.977237221,6.01
S(c1cc(c(O)c(Cl)c1)Cl)(=O)OO,0.977237221,6.01
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2cccc(Cl)c2)n1,0.978,6.009661145
COC(=O)/C=C/C1=C(N)[C@@]2(OS1(=O)=O)[C@@H](CO[Si](C)(C)C(C)(C)C)O[C@@H](n1cc(C)c(=O)n(C)c1=O)[C@@H]2O[Si](C)(C)C(C)(C)C,0.98,6.008773924
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccccc3)CC2)nc2ccsc12,0.983,6.007446482
CCCc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.99,6.004364805
